source,title,publisher,issn,eissn,field,scopus,wos,wos_indexes,abdc_rating
scopus_mar_2026,ACS ES and T Water,American Chemical Society,,26900637,2312; 2304; 1501; 1601,true,,,
scopus_mar_2026,ACS Food Science and Technology,American Chemical Society,,26921944,1605; 1601; 1106; 1602,true,,,
scopus_mar_2026,ACS Infectious Diseases,American Chemical Society,,23738227,2725,true,,,
scopus_mar_2026,ACS Macro Letters,American Chemical Society,,21611653,2505; 1604; 2507; 1605,true,,,
scopus_mar_2026,ACS Materials Au,American Chemical Society,,26942461,2505; 2507; 2502; 2504,true,,,
scopus_mar_2026,ACS Materials Letters,American Chemical Society,,26394979,2500; 2204; 1500,true,,,
scopus_mar_2026,ACS Measurement Science Au,American Chemical Society,,2694250X,1603; 1607; 1602,true,,,
scopus_mar_2026,ACS Medicinal Chemistry Letters,American Chemical Society,,19485875,1303; 3002; 1605,true,,,
scopus_mar_2026,ACS Nano,American Chemical Society,19360851,1936086X,3100; 2200; 2500,true,,,
scopus_mar_2026,ACS Nanoscience Au,American Chemical Society,,26942496,2501; 1601,true,,,
scopus_mar_2026,ACS Omega,American Chemical Society,,24701343,1500; 1600,true,,,
scopus_mar_2026,ACS Organic and Inorganic Au,American Chemical Society,,2694247X,1604; 1605; 1606,true,,,
scopus_mar_2026,ACS Pharmacology and Translational Science,American Chemical Society,,25759108,3004; 2736,true,,,
scopus_mar_2026,ACS Photonics,American Chemical Society,,23304022,2208; 3107; 1305; 2504,true,,,
scopus_mar_2026,ACS Physical Chemistry Au,American Chemical Society,,26942445,1703; 1606; 1706; 1601,true,,,
scopus_mar_2026,ACS Polymers Au,American Chemical Society,,26942453,1501; 1601; 2507; 1606; 1605; 2505,true,,,
scopus_mar_2026,ACS Sensors,American Chemical Society,,23793694,1507; 1508; 3105; 1502,true,,,
scopus_mar_2026,ACS Sustainable Chemistry and Engineering,American Chemical Society,,21680485,2105; 1500; 2304; 1600,true,,,
scopus_mar_2026,ACS Sustainable Resource Management,American Chemical Society,,28371445,2311; 2301; 1601; 1501,true,,,
scopus_mar_2026,ACS Synthetic Biology,American Chemical Society,,21615063,2204; 1301,true,,,
scopus_mar_2026,ACSM Bulletin,American Congress on Surveying and Mapping,07479417,,1900; 2300,true,,,
scopus_mar_2026,ACSM's Health and Fitness Journal,Lippincott Williams and Wilkins Ltd.,10915397,1536593X,2739; 3612; 2732,true,,,
scopus_mar_2026,Acta - Unio Internationalis Contra Cancrum,International Union against Cancer,03653056,,2700,true,,,
scopus_mar_2026,Acta Academiae Artium Vilnensis,Vilniaus dailes akademijos leidykla,13920316,,1202; 1213,true,,,
scopus_mar_2026,Acta Academiae Medicinae Hubei,China International Book Trading Corp. (Guoji Shudian),1000243X,,2700,true,,,
scopus_mar_2026,Acta Academiae Medicinae Primae Shanghai,Shang-hai ti 1 i hsueh yuan,02533650,,2700,true,,,
scopus_mar_2026,Acta Academiae Medicinae Sichuan,Sichuan Medical College,02534290,,2700,true,,,
scopus_mar_2026,Acta Academiae Medicinae Sinicae,Chinese Academy of Medical Sciences,1000503X,,2700,true,,,
scopus_mar_2026,Acta Academiae Medicinae Wuhan,Wuhan Medical College,02533316,,1502,true,,,
scopus_mar_2026,Acta Academica,Sun Media,05872405,05872405,3300; 1200,true,,,
scopus_mar_2026,Acta Acustica,"European Acoustics Association, EAA",10224793,26814617,1706; 1210; 3616; 3102; 2208,true,,,
scopus_mar_2026,Acta Acustica United with Acustica,S. Hirzel Verlag GmbH,16101928,18619959,1210; 3102,true,,,
scopus_mar_2026,Acta Adriatica,Institute of Oceanography and Fisheries,00015113,18460453,1910,true,,,
scopus_mar_2026,Acta Agrestia Sinica,China Agricultural University,10070435,,2303; 1101,true,,,
scopus_mar_2026,ACTA AGRIC. SCAND.,Munksgaard International Publishers,00015121,,1103; 3403,true,,,
scopus_mar_2026,Acta Agriculturae Boreali-Sinica,Editorial Department of Acta Agriculurae Boreali-Sinica,10007091,,1111; 1110; 1103; 1102,true,,,
scopus_mar_2026,Acta Agriculturae Scandinavica - Section A: Animal Science,Taylor and Francis Ltd.,09064702,16511972,3403; 1103,true,,,
scopus_mar_2026,Acta Agriculturae Scandinavica Section B: Soil and Plant Science,Taylor and Francis Ltd.,09064710,16511913,1102; 1111,true,,,
scopus_mar_2026,Acta Agriculturae Slovenica,University of Ljubljana,15819175,18541941,2312; 1100,true,,,
scopus_mar_2026,Acta Agrobotanica,Polish Botanical Society,00650951,2300357X,1110; 1105; 1102,true,,,
scopus_mar_2026,Acta Agronomica,Universidad Nacional de Colombia,01202812,23230118,1111; 1102,true,,,
scopus_mar_2026,Acta Agronomica Hungarica,Akademiai Kiado,02380161,15882527,1102,true,,,
scopus_mar_2026,Acta Agronomica Sinica,Chinese Academy of Agricultural Sciences,18752780,,1110; 1102,true,,,
scopus_mar_2026,Acta Agronomica Sinica (China),Institute of Crop Sciences,04963490,,1305; 1110; 1102,true,,,
scopus_mar_2026,Acta Alimentaria,Akademiai Kiado,01393006,15882535,1106,true,,,
scopus_mar_2026,Acta Allergologica,Munksgaard International Publishers,00015148,,2723; 2403,true,,,
scopus_mar_2026,Acta allergologica. Supplementum,Munksgaard Denmark,0065096X,,2700,true,,,
scopus_mar_2026,Acta Amazonica,Instituto Nacional de Pesquisas da Amazonia,00445967,,1100,true,,,
scopus_mar_2026,Acta anaesthesiologica,Editrice La Garangola,00015156,,2700,true,,,
scopus_mar_2026,Acta Anaesthesiologica Belgica,BeSARPP,00015164,27365239,2703,true,,,
scopus_mar_2026,Acta Anaesthesiologica Italica,Edtrice la Garangola,03744965,,2703,true,,,
scopus_mar_2026,Acta Anaesthesiologica Italica / Anaesthesia and Intensive Care in Italy,Editrice La Garangola,11248882,,2703; 2706,true,,,
scopus_mar_2026,Acta Anaesthesiologica Scandinavica,Blackwell Munksgaard,00015172,13996576,2703,true,,,
scopus_mar_2026,"Acta Anaesthesiologica Scandinavica, Supplement",John Wiley and Sons Inc,05152720,16005430,2703,true,,,
scopus_mar_2026,Acta Anaesthesiologica Sinica,Taiwan Society of Anesthesiologists,02541319,,2703,true,,,
scopus_mar_2026,Acta Anaesthesiologica Taiwanica,Elsevier Taiwan LLC,18754597,1875452X,2703,true,,,
scopus_mar_2026,Acta Analytica,Springer Netherlands,03535150,18746349,1211,true,,,
scopus_mar_2026,Acta Anatomica,S. Karger AG,00015180,,2702,true,,,
scopus_mar_2026,Acta Anatomica Nipponica,Japanese Association of Anatomists,00227722,,2702,true,,,
scopus_mar_2026,Acta Anatomica Sinica,Editorial Board of Acta Anatomica Sinica,05291356,05291356,2710; 1315; 2722; 2702,true,,,
scopus_mar_2026,Acta Angiologica,Via Medica,1234950X,16443276,2705,true,,,
scopus_mar_2026,Acta Antiqua Academiae Scientiarum Hungaricae,Akademiai Kiado,00445975,15882543,3310; 3302; 1202; 1203; 3316; 1205,true,,,
scopus_mar_2026,Acta Applicandae Mathematicae,Springer Netherlands,01678019,15729036,2604,true,,,
scopus_mar_2026,Acta Arachnologica,Arachnological Society of Japan,00015202,,1105,true,,,
scopus_mar_2026,Acta Archaeologica,Wiley-Blackwell Publishing Ltd,0065101X,16000390,3302; 1204,true,,,
scopus_mar_2026,Acta Archaeologica Academiae Scientiarum Hungaricae,Akademiai Kiado,00015210,15882551,3302; 1204,true,,,
scopus_mar_2026,Acta Archaeologica Lodziensia,Lodzkie Towarzystwo Naukowe,00650986,24510300,1213; 1202; 3302; 1204,true,,,
scopus_mar_2026,Acta Arithmetica,Instytut Matematyczny,00651036,17306264,2602,true,,,
scopus_mar_2026,Acta Asiatica Varsoviensia,Institute of Mediterranean and Oriental Cultures of the Polish Academy of Sciences,08606102,24498653,3316; 1201; 1212; 1202,true,,,
scopus_mar_2026,Acta Astronautica,Elsevier Ltd,00945765,,2202,true,,,
scopus_mar_2026,Acta Astronomica,Copernicus Foundation for Polish Astronomy,00015237,,1912; 3103,true,,,
scopus_mar_2026,Acta Baltica Historiae et Philosophiae Scientiarum,Estonian Association for the History and Philosophy of Science,22282009,22282017,1211; 1202,true,,,
scopus_mar_2026,Acta Baltico-Slavica,"Polish Academy of Sciences, Institute of Slavic Studies",00651044,23922389,1208; 1203; 3310; 1202,true,,,
scopus_mar_2026,Acta Belgica de Arte Medicinali et Pharmaceutica Militari,Societe Scientifique du Service Medical Militaire,04003977,,2700,true,,,
scopus_mar_2026,Acta Belgica historiae medicinae : official journal of the Belgian Association for the History of Medicine / Societas Belgica Historiae Medicinae,Centre pour la conservation et l'etude du patrimoine medicale,07760353,,2700,true,,,
scopus_mar_2026,Acta Belgica Medica Physica,Acta Medica Belgica,07715684,,2700,true,,,
scopus_mar_2026,Acta Biochimica et Biophysica Academiae Scientiarum Hungaricae,Akademiai Kiado,00015253,,1303; 1304,true,,,
scopus_mar_2026,Acta Biochimica et Biophysica Hungarica,Akademiai Kiado,02376261,,1303; 1304,true,,,
scopus_mar_2026,Acta Biochimica et Biophysica Sinica,Science Press,16729145,17457270,1312; 1304; 1303,true,,,
scopus_mar_2026,Acta Biochimica Polonica,Frontiers Media SA,0001527X,1734154X,1300,true,,,
scopus_mar_2026,Acta Bioethica,Universidad de Chile - Centro Interdisciplinario de Estudios en Bioetica,07175906,1726569X,2719; 3306,true,,,
scopus_mar_2026,Acta biologiae experimentalis,PWN-Polish Scientific Publishers,03650820,,2700,true,,,
scopus_mar_2026,Acta Biologica Academiae Scientiarum Hungaricae,Akademiai Kiado,00015288,,1100,true,,,
scopus_mar_2026,Acta Biologica Benrodis,Naturkundliches Heimatmuseum Benrath,01779214,,1900; 2300,true,,,
scopus_mar_2026,Acta Biologica Colombiana,Universidad Nacional de Colombia,0120548X,19001649,1100,true,,,
scopus_mar_2026,Acta Biologica Cracoviensia Series Botanica,"Polish Academy of Sciences, Biological Commission",00015296,18980295,1110,true,,,
scopus_mar_2026,Acta Biologica Cracoviensia Series Zoologia,Zaklad Narodowy imienia Ossolinskich,0001530X,,1103,true,,,
scopus_mar_2026,Acta Biologica et Medica Germanica,Akademie Verlag GMBH,00015318,,1303,true,,,
scopus_mar_2026,Acta Biologica Hungarica,Akademiai Kiado,02365383,1588256X,2808; 2300; 1300,true,,,
scopus_mar_2026,Acta Biologica Marisiensis,Walter de Gruyter GmbH,26016141,26685124,1101; 3301; 1110,true,,,
scopus_mar_2026,Acta Biologica Sibirica,Altai State University,,24121908,2306; 2309; 1109; 1105; 1103; 2303; 1110,true,,,
scopus_mar_2026,Acta Biologica Slovenica,Univerza v Ljubljani,,18543073,1111; 1110; 1103; 1101,true,,,
scopus_mar_2026,Acta Biologica Szegediensis,University of Szeged,1588385X,15884082,1100; 1300,true,,,
scopus_mar_2026,Acta Biologica Universitatis Daugavpiliensis,"Daugavpils University Academic Press ""Saule""",14078953,,1101,true,,,
scopus_mar_2026,Acta Biomaterialia,Acta Materialia Inc,17427061,18787568,2502; 2204; 1312; 1303; 1305,true,,,
scopus_mar_2026,Acta Biomedica,Mattioli 1885,03924203,25316745,2700,true,,,
scopus_mar_2026,Acta Biomedica Scientifica,Scientific Centre for Family Health and Human Reproduction Problems,25419420,25879596,2400; 1300; 2700,true,,,
scopus_mar_2026,Acta Bioquimica Clinica Latinoamericana,Federacion de Bioquimica,03252957,,1308,true,,,
scopus_mar_2026,Acta Biotechnologica,John Wiley and Sons Ltd,01384988,,2402; 1502; 1305,true,,,
scopus_mar_2026,Acta Biotheoretica,Springer Science and Business Media B.V.,00015342,15728358,1300; 1100; 2604; 1211; 2300,true,,,
scopus_mar_2026,Acta Borealia,Routledge,08003831,1503111X,3312; 1202; 3314; 3316,true,,,
scopus_mar_2026,Acta Botanica Boreali-Occidentalia Sinica,Editorial Department of Acta Botanica Boreali-Occidentalia Sinica,10004025,,1110; 1105,true,,,
scopus_mar_2026,Acta Botanica Brasilica,Sociedade Botanica do Brasil,01023306,1677941X,1110,true,,,
scopus_mar_2026,Acta Botanica Croatica,"Department of Biology, Faculty of Science, University of Zagreb",03650588,18478476,1105; 1110,true,,,
scopus_mar_2026,Acta Botanica Gallica,Taylor and Francis Ltd.,12538078,,1110,true,,,
scopus_mar_2026,Acta Botanica Hungarica,Akademiai Kiado,02366495,15882578,1110; 1105,true,,,
scopus_mar_2026,Acta Botanica Malacitana,Universidad de Malaga,02109506,23405074,2303; 1100; 1101,true,,,
scopus_mar_2026,Acta Botanica Mexicana,"Instituto de Ecologia, A.C.",01877151,24487589,1105; 1110,true,,,
scopus_mar_2026,Acta Botanica Neerlandica,Georg Thieme Verlag,00445983,,1110,true,,,
scopus_mar_2026,Acta Botanica Sinica,Kexue Chubaneshe/Science Press,05777496,,1110; 1303; 1300,true,,,
scopus_mar_2026,Acta Botanica Venezuelica,Universidad Central de Venezuela,00845906,24434264,1110,true,,,
scopus_mar_2026,"Acta brevia Neerlandica de physiologia, pharmacologia, microbiologia e.a",Swets & Zeitlinger,03650766,,2700,true,,,
scopus_mar_2026,Acta Cardiologica,Taylor and Francis Ltd.,00015385,03737934,2705,true,,,
scopus_mar_2026,Acta Cardiologica Sinica,Republic of China Society of Cardiology,10116842,,2705,true,,,
scopus_mar_2026,Acta Cardiomiologica,Mediterranean Society of Mythology,11248874,,2705; 2728,true,,,
scopus_mar_2026,Acta Carsologica,Zalozba ZRC,05836050,15802612,1904,true,,,
scopus_mar_2026,Acta Chemica Scandinavica,Royal Society of Chemistry,0904213X,,1500,true,,,
scopus_mar_2026,Acta chemica Scandinavica,Munksgaard International Publishers,00015393,,2700,true,,,
scopus_mar_2026,Acta chemica Scandinavica. Series A: Physical and inorganic chemistry,Munksgaard International Publishers,03024377,,2700,true,,,
scopus_mar_2026,Acta chemica Scandinavica. Series B: Organic chemistry and biochemistry,Munksgaard International Publishers,03024369,,2700,true,,,
scopus_mar_2026,Acta Chimica Academiae Scientiarum Hungaricae,Akademiai Kiado,00015407,,2700,true,,,
scopus_mar_2026,Acta Chimica Hungarica,Akademiai Kiado,02313146,,1600,true,,,
scopus_mar_2026,Acta Chimica Sinica,Editorial Office of Acta Chimica Sinica,05677351,,1600,true,,,
scopus_mar_2026,Acta Chimica Sinica English Edition,Wiley-Blackwell,02567660,,1600,true,,,
scopus_mar_2026,Acta Chimica Slovenica,Slovensko Kemijsko Drustvo,13180207,15803155,1600,true,,,
scopus_mar_2026,Acta Chiropterologica,Museum and Institute of Zoology PAS,15081109,,1103,true,,,
scopus_mar_2026,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,Galen s.r.o.,00015415,,2732; 2746,true,,,
scopus_mar_2026,Acta Chirurgiae Plasticae,Czech Medical Association J.E. Purkyne,00015423,18054404,2746,true,,,
scopus_mar_2026,Acta Chirurgica Academiae Scientiarum Hungaricae,Akademiai Kiado,00015431,,2746,true,,,
scopus_mar_2026,Acta Chirurgica Austriaca,Blackwell Verlag Wien,0001544X,15632563,2746,true,,,
scopus_mar_2026,Acta Chirurgica Belgica,Taylor and Francis Ltd.,00015458,25770160,2746,true,,,
scopus_mar_2026,Acta Chirurgica Hungarica,Akademiai Kiado,02314614,,2746,true,,,
scopus_mar_2026,Acta Chirurgica Italica,Editrice La Garangola,00015466,,2746,true,,,
scopus_mar_2026,Acta Chirurgica Iugoslavica,Association of Yugoslav Surgeons,0354950X,24060887,2700,true,,,
scopus_mar_2026,Acta chirurgica Patavina,Editrice La Garangola,03906892,,2700,true,,,
scopus_mar_2026,Acta Chirurgica Scandinavica,Almquist & Wiksell,00015482,,2746,true,,,
scopus_mar_2026,"Acta Chirurgica Scandinavica, Supplement",Society for Publication of Acta Chirurgica Scandinavica,03011860,,2746,true,,,
scopus_mar_2026,Acta Chromatographica,Akademiai Kiado ZRt.,12332356,20835736,1600,true,,,
scopus_mar_2026,Acta Cientifica Venezolana,Edificio FundaVAC - AsoVAC,00015504,,1300; 1100; 2300,true,,,
scopus_mar_2026,Acta Cirurgica Brasileira,Sociedade Brasileira para o Desenvolvimento de Pesquisa em Cirurgia,01028650,16782674,2746,true,,,
scopus_mar_2026,Acta Classica,Classical Association of South Africa,00651141,2227538X,1205,true,,,
scopus_mar_2026,Acta Classica Universitatis Scientiarum Debreceniensis,"Department of Classical Philology and Ancient History, University of Debrecen",0418453X,27323390,1208; 1205; 1203; 1202,true,,,
scopus_mar_2026,Acta clinica Belgica. Supplementum,University Hospital Ghent,05677386,,2700,true,,,
scopus_mar_2026,Acta Clinica Belgica: International Journal of Clinical and Laboratory Medicine,Taylor and Francis Ltd.,17843286,22953337,2700,true,,,
scopus_mar_2026,Acta Clinica Croatica,Dr. Mladen Stojanovic University Hospital,03539466,13339451,2700,true,,,
scopus_mar_2026,"Acta Clinica Croatica, Supplement",Klinicka Bolnica Sestre Milosrdnice,03539474,,2700,true,,,
scopus_mar_2026,Acta Colombiana de Cuidado Intensivo,Asociacion Colombiana de Medicina Critica y Cuidado lntensivo,01227262,27730697,2703; 2706; 2902; 2906,true,,,
scopus_mar_2026,Acta Colombiana de Psicologia,Universidad Catolica de Colombia,01239155,19099711,2738; 3200; 3300,true,,,
scopus_mar_2026,Acta Comeniana,Academy of Sciences of the Czech Republic,02315955,,1211; 1212; 1202; 3304; 3316,true,,,
scopus_mar_2026,Acta Commercii,AOSIS (Pty) Ltd,24131903,16841999,1401; 1407; 1408,true,,,
